id,job_title,skills
1823,Regional Controller (Contract),"['financial statement', 'audit process', 'controlling financial', 'audit reports', 'finance', 'management', 'audit', 'communication', 'gd', 'recruitment process']"
1826,ACCOUNTING & FINANCE STAFF,"['tax management', 'value add tax', 'accounting system', 'analytical skill', 'time management', 'petty cash', 'erp', 'accounting', 'finance', 'communication', 'english', 'accounting principles', 'collaboration', 'financial transaction', 'settlement', 'claim', 'document sources', 'authorization', 'reconciliation bank', 'bank', 'communicate', 'coordinate']"
1827,Technical Writer (IT),"['computer science', 'information technology', 'software development', 'screen capture', 'business logic', 'communication', 'teamwork', 'integration test', 'acceptance test', 'mobile testing', 'algorithms', 'datasets', 'data analysis']"
1828,Management Trainee,"['cash flow', 'management', 'target oriented', 'acting', 'survey', 'accounting', 'sales']"
1830,IT Support,"['digital marketing', 'html', 'iic', 'troubleshooting', 'php']"
1831,BrandComm & Public Relation,"['marketing communication', 'communication strategy', 'digital marketing', 'content marketing', 'press release', 'loyalty program', 'customer satisfaction', 'mass communication', 'public relation', 'mass medium', 'marketing analysis', 'people management', 'blast', 'crm', 'plan', 'creative', 'execution process', 'process communication', 'budget', 'atl', 'design digital', 'timeline', 'communication', 'sales', 'targets', 'plans', 'platforms web', 'vouchers', 'brand', 'ct', 'evaluation job', 'business management', 'business studies', 'management', 'marketing mass', 'manager', 'communications', 'track', 'telecommunications', 'banking', 'long term', 'leadership', 'english']"
1836,Finance Accounting Manager,"['accounting system', 'data processing', 'financial accounting', 'financial statement', 'financial statement analysis', 'tax law', 'debit and credit', 'cash flow', 'cash management', 'audit schedule', 'financial analysis', 'expense account', 'account receivable', 'balance sheet', 'cash flow statement', 'performance management', 'finance', 'accounts', 'massive', 'inquiries', 'multitask', 'business developer', 'sap system', 'planning management', 'management financial', 'filing general', 'loans', 'reconciliation', 'leadership', 'bahasa', 'english', 'accounting', 'month end', 'end closing', 'manage', 'claim', 'claims', 'tracking', 'banking', 'support budgeting', 'forecasting', 'ad hoc', 'management', 'forecast', 'mutations', 'bank', 'billing', 'plan', 'budget', 'professional', 'operate']"
1838,Videographer,"['final cut pro', 'adobe after effect', 'adobe photoshop', 'social medium', 'seo', 'strata', 'visual', 'editing', 'adobe premiere', 'phase', 'script', 'storyboard', 'platform facebook', 'google ads']"
1841,Tehnisi,"['detail orient', 'electrical', 'leadership communication', 'communication skills', 'workflow', 'welding']"
1842,Laboratory Information Service (Marketing) - JABODETABEK,"['medical science', 'business development', 'biology', 'biotechnology', 'chemistry', 'pharmacology', 'non', 'marketing business']"
1843,QUALITY ASSURANCE OR SOFTWARE TESTER (AUTOMATION OR MANUAL),"['quality assurance', 'functional testing', 'application development', 'automation', 'script', 'sql', 'programming', 'automation testing', 'selenium']"
1844,Sales Executive,"['direct selling', 'sales executive', 'sales', 'c', 'android', 'tablet', 'bluetooth']"
1845,Asst. HR Manager,"['self starter', 'corporate strategy', 'business partner', 'labor law', 'industrial relation', 'corporate development', 'hris', 'psychology', 'language english', 'dynamic person', 'execute', 'communication', 'managers', 'management', 'administration payroll', 'manage', 'human resources', 'planning', 'resources systems', 'ad hoc']"
1847,Leasing and Treasury Officer,"['cash flow', 'treasury', 'bank', 'forecast', 'ad hoc', 'financing', 'loan', 'lease financing', 'derivative', 'operational', 'accounting', 'accounting business', 'banking', 'microsoft excelability', 'think critically']"
1848,Account Executive (Manado),"['sale process', 'managing', 'sales', 'persistent', 'target oriented', 'self motivated', 'communication skills', 'writing']"
1850,Flutter/NodeJs Front End - (Junior - Senior),"['restful api', 'socket io', 'version control', 'unit testing', 'web development', 'willingness to learn', 'time management', 'mobile applications', 'project manager', 'integrating', 'github', 'bitbucket', 'management', 'management libraries', 'backend']"
1851,IT Data Analyst Manager,"['computer science', 'amazon web service', 'web service', 'problem solve', 'decision tree learn', 'artificial neural network', 'text mining', 'social network', 'network analysis', 'business strategy', 'predictive modeling', 'customer experience', 'a b testing', 'statistics mathematics', 'mathematics computer', 'languages c', 'java', 'javascript', 'product development', 'statistical languages', 'r', 'python', 'manipulate data', 'draw', 'data sets', 'machine learning', 'statistical', 'statistical tests', 'boosting', 'redshift', 'development marketing', 'data sources', 'develop custom', 'data models', 'algorithms', 'ad', 'targeting', 'quality coordinate', 'develop processes']"
1853,Financial Planner,"['control budget', 'program monitor', 'budget', 'accountancy', 'stage', 'recruitment process']"
1854,MOBILE SERVICE - SOLO,"['c', 'android', 'google maps', 'data']"
1856,Digital Marketing Executive,"['social medium', 'seo', 'manage', 'copywriting', 'content marketing', 'boost', 'ads', 'marketplace', 'prioritized']"
1858,Sales Manager Restaurant & MICE,"['target audience', 'business development', 'hospitality industry', 'e commerce', 'social medium', 'execute', 'sales', 'plan', 'management requirements', 'sales manager', 'target oriented', 'negotiations', 'track', 'communication', 'writing', 'english', 'bahasa', 'presentation', 'self motivated', 'analytical']"
1860,IT Vendor Management,"['vendor management', 'dispute resolution', 'root cause analysis', 'risk analysis', 'business case', 'computer engineering', 'computer science', 'risk management', 'project management', 'manage service', 'verbal communication skill', 'personal integrity', 'collaborate', 'best practices', 'negotiations', 'finance', 'continuous improvement', 'prioritizes', 'mapping', 'enforce', 'negotiate', 'budget', 'procurement', 'information security', 'management']"
1861,KOL Community Specialist (FCOMM),"['marketing strategy', 'live streaming', 'write english', 'plan', 'execute strategies', 'business align', 'execute', 'report performance', 'communication', 'negotiation', 'social']"
1863,Collection Specialist (Desk Call) Tangerang Area,"['customer service', 'non', 'bahasa', 'lending business', 'collection', 'sales', 'communication skills', 'negotiating', 'operate', 'adapt', 'work working', 'schedule', 'receivables', 'organization communicating', 'negotiate']"
1864,IT / Data Science Instructor,"['relationship building', 'teach', 'data science', 'professional', 'creative', 'engage students', 'process develop', 'develop learning', 'presentation', 'communication', 'write', 'english']"
1867,SAP Consultant Trainee (Fresh Graduate Program),"['enterprise resource planning', 'resource planning', 'computer science', 'computerized accounting', 'information technology', 'erp', 'collaborate', 'consultants', 'consultant', 'solution based', 'sap functionalities', 'finance', 'accounting', 'accounting computerized', 'sap system', 'system based', 'professional', 'analytical', 'enthusiasm', 'communication']"
1871,CSR OFFICER,"['corporate social responsibility', 'public relation', 'social responsibility', 'manage', 'integration', 'embedding', 'decision process', 'develop policies', 'sustainable', 'positive', 'research', 'best practices', 'government', 'disseminate', 'general social', 'reporting activities', 'education communication', 'communication', 'presentation', 'communicate', 'english']"
1872,Branch Manager,"['fast move consumer good', 'computer literacy', 'microsoft office', 'analytical thinking', 'sales', 'operational', 'manage', 'manager', 'communication', 'negotiation', 'presentation', 'leadership strategic']"
1873,SUPPLY CHAIN SUPERVISOR,"['supply chain', 'problem solve', 'procurement', 'leadership']"
1874,Sales Project - Jawa Tengah,"['business architecture', 'interior design', 'promoting products', 'processing purchase', 'sales', 'targeted']"
1875,INSIDE MARKETING SALES,"['telemarketing', 'sales', 'cost estimate', 'english', 'communication skill', 'communication interpersonal', 'leadership']"
1877,Management Trainee,"['cash flow', 'management', 'target oriented', 'acting', 'survey', 'accounting', 'sales']"
1879,Senior Developer,"['solution focus', 'cms', 'business solutions', 'management', 'docker', 'english', 'integration']"
1882,Field Production Engineer,"['oil and gas', 'oil well', 'artificial lift', 'problem solve', 'well service', 'operation', 'planning', 'pumps', 'hydrocarbon']"
1883,HCGA Manager,"['job analysis', 'job evaluation', 'industrial relation', 'operational', 'planning', 'management', 'recruitment training', 'leadership']"
1884,"FLOOR MANAGER SUMATERA (LAMPUNG, PALEMBANG, MEDAN, BINJAI, PEKANBARU, DUMAI, JAMBI)","['service level', 'microsoft office', 'hospitality', 'leadership team']"
1890,Dies Maintenance Supervisor,"['tooling', 'spare parts', 'stamping', 'welding', 'machining', 'area control', 'mechanical', 'predictive', 'java']"
1891,Copywriter Staff (BRAND SKINCARE),"['ide', 'seo', 'brand', 'planning', 'social media', 'tiktok', 'blog', 'bahasa', 'copywriting', 'social']"
1894,LEADER QMS,"['microsoft office', 'audit plan', 'bahasa', 'audit', 'checklist', 'internal audit', 'iso iso']"
1895,IT Business Analyst,"['production support', 'business requirement', 'business process', 'database management system', 'management system', 'needs assessing', 'communication', 'basic life', 'life insurance', 'sales', 'automation system']"
1897,Head of Marketing - Selera Kapital,"['business administration', 'digital marketing', 'social medium', 'social medium content', 'marketing strategy', 'strategic marketing', 'beverage', 'creative', 'innovative', 'branding', 'research', 'plans', 'forecasting']"
1898,Tax Staff,"['tax law', 'business operation', 'business communication', 'people management', 'legislation', 'government', 'management', 'finance', 'accountancy', 'banking']"
1899,Executive Housekeeper,"['front office', 'act', 'hospitality', 'communication skills', 'supervise', 'operations', 'planning', 'budget', 'coordinate', 'supervision', 'plan', 'operational', 'purchase', 'linen', 'cooperative']"
